Rank	Query#	Scores	Document#	Snippet of text#	Valid ranks count
7	257	0.17	139	viscous effects on pitot tubes at low speeds	709
8	257	0.17	1082	the flow past pitot tube at low reynolds numbers part 1dash the numerical solution of the navierstokes equations for steady viscous axisymmetric flow part 2dash the effects of viscosity and orifice size on a pitot tube at low reynolds numbers	709
9	257	0.16	175	experiments with static tubes in a supersonic airstream	709
10	257	0.14	1033	the design of tubes under uniform external pressure on the basis of assumed inaccuracies	709
*********************************************************************************
1	259	0.44	431	freeflight measurements of the zerolift drag and base pressure on a wind tunnel interference model m0 8 1 5	794
2	259	0.34	516	freeflight measurements of the dynamic longitudinal stability characteristics of a wind tunnel interference model m0 92 to 1 35	794
3	259	0.31	594	wind tunnel techniques for the measurements of oscillatory derivatives	794
4	259	0.3	141	freeflight techniques for high speed aerodynamic research	794
5	259	0.29	1155	some experimental investigations on the influence of wall boundary layers upon wind tunnel measurements at high subsonic speeds	794
6	259	0.26	1153	a study of the simulation of flow with free stream mach number 1 in a choked wind tunnel	794
7	259	0.23	876	on flutter testing in high speed wind tunnels	794
8	259	0.21	598	new test techniques for a hypervelocity wind tunnel	794
9	259	0.2	714	blockage corrections for threedimensional flow closed throat wind tunnels with considerations of the effect of compressibility	794
10	259	0.2	184	scale models for thermoaeroelastic research	794
*********************************************************************************
1	261	0.79	527	note on the threepoint boundary layer problem for the blasius equations	881
2	261	0.64	320	comment on improved numerical solution of the blasius problem with threepoint boundary conditions	881
3	261	0.46	322	on the numerical solution of the blasius problem with threepoint boundary conditions	881
4	261	0.41	321	improved numerical solution of the blasius problem with threepoint boundary conditions	881
5	261	0.3	476	the blasius equation with threepoint boundary conditions	881
6	261	0.21	1370	some remarks on the flat plate boundary layer	881
7	261	0.19	107	on the mixing of two parallel streams	881
8	261	0.18	1235	a theory of the two dimensional laminar bounary layer over a curved surface	881
9	261	0.16	1251	viscous flow past a quarter infinite plate	881
10	261	0.14	23	skinfriction and heat transfer characteristics of a laminar boundary layer on a cylinder in axial incompressible flow	881
*********************************************************************************
1	264	0.56	532	pitchyaw stability of a missile oscillating in roll via the second method of lyapunov	911
2	264	0.35	367	control system and analysis and design via the second method of lyapunov	911
3	264	0.18	451	liapunovs methods in automatic control theory	911
4	264	0.16	917	a method of calculating the short period longitudinal stability derivatives of a wing in linearised unsteady compressible flow	911
5	264	0.13	1073	a practical method for numerical evaluation of solutions of partial differential equations of the heatconduction type	911
6	264	0.13	470	some notes for the small disturbance linear theory of the method of local linearisation of the flow over an airfoil at mach number of unity	911
7	264	0.11	21	on heat transfer in slip flow	911
8	264	0.11	55	separation stability and other properties of compressible laminar boundary layer with pressure gradient and heat transfer	911
9	264	0.1	703	general airfoil theory	911
10	264	0.1	95	temperature distribution and thermal stresses in a model of a supersonic wing	911
*********************************************************************************
1	265	0.64	483	stagnation point shock detachment distance for flow around spheres and cylinder	883
2	265	0.4	1319	real gas effects in flow over blunt bodies at hypersonic speeds	883
3	265	0.39	1274	real gas effects in flow over blunt bodies at hypersonic speeds	883
4	265	0.37	411	data on shape and location of detached shock waves in cones and sphere	883
5	265	0.35	1157	hypersonic shock tunnel	883
6	265	0.31	1390	on the numerical calculation of detached bow shock waves in hypersonic flow	883
7	265	0.3	523	approximate determination of position of the sonic line for a blunt body in hypersonic flow	883
8	265	0.28	35	stagnation point of a blunt body in hypersonic flow	883
9	265	0.28	1151	experiments on supersonic bluntbody flows	883
10	265	0.27	482	a reexamination of the use of the simple concepts for prediction the shape and location of detached shock waves	883
*********************************************************************************
1	266	0.61	941	viscous compressible and incompressible flow in slender channels	986
2	266	0.38	1221	steady flow of conducting fluids in channels under transverse magnetic fields with consideration of hall effect	986
3	266	0.34	270	on combined free and forced convection laminar magnetohydrodynamic flow and heat transfer in channels with transverse magnetic field	986
4	266	0.26	112	steady motion of conducting fluids in pipes under transverse magnetic fields	986
5	266	0.26	34	constanttemperature magnetogasdynamic channel flow	986
6	266	0.24	966	on fully developed channel flows some solutions and limitations and effects of compressibility variable properties and body forces	986
7	266	0.24	491	on the close relationship between turbulent planecouette and pressure flows	986
8	266	0.22	1222	axisymmetric magnetohydrodynamic channel flow	986
9	266	0.22	238	on a determination of the pitotstatic tube factor at low reynolds numbers with special reference to the measurement of low air speeds	986
10	266	0.21	139	viscous effects on pitot tubes at low speeds	986
*********************************************************************************
1	267	0.46	963	a variational principle for convection of heat	997
2	267	0.39	542	biots variational principle in heat conduction	997
3	267	0.2	869	the calculation of transient temperature in turbine blades and tapered discs using biots variational method	997
4	267	0.19	5	onedimensional transient heat conduction into a doublelayer slab subjected to a linear heat input for a small time internal	997
5	267	0.17	153	on the steady motion of viscous incompressible fluids with particular reference to a variation principle	997
6	267	0.15	497	theoretical and experimental investigation of thermal stresses in hypersonic aircraft wing structures	997
7	267	0.15	30	photothermoelastic investigation of transient thermal stresses in a multiweb wing structure	997
8	267	0.14	1221	steady flow of conducting fluids in channels under transverse magnetic fields with consideration of hall effect	997
9	267	0.14	606	formulae and approximations for aerodynamic heating rates in high speed flight	997
10	267	0.13	872	fundamentals of boundary layer heat transfer with streamwise temperature variations	997
*********************************************************************************
1	268	0.65	589	some stall and surge phenomena in axial flow compressors	247
2	268	0.53	588	compressor operation with one or more blade rows stalled	247
3	268	0.44	576	viscous and inviscid stagnation flow in a dissociated hypervelocity free stream	247
4	268	0.43	543	the stacking of compressor stage characteristics to give an overall compressor performance map	247
5	268	0.43	590	effects of stage characteristics and matching on axial flow compressor performance	247
6	268	0.33	216	the supersonic axial flow compressor	247
7	268	0.32	592	design of axial compressors	247
8	268	0.3	138	wakes in axial compressors	247
9	268	0.24	591	an approximate equation for the choke line of a compressor	247
10	268	0.24	772	an experimental study of jetflap compressor blades	247
*********************************************************************************
1	269	0.52	591	an approximate equation for the choke line of a compressor	494
2	269	0.29	216	the supersonic axial flow compressor	494
3	269	0.29	589	some stall and surge phenomena in axial flow compressors	494
4	269	0.28	543	the stacking of compressor stage characteristics to give an overall compressor performance map	494
5	269	0.24	138	wakes in axial compressors	494
6	269	0.23	592	design of axial compressors	494
7	269	0.23	1153	a study of the simulation of flow with free stream mach number 1 in a choked wind tunnel	494
8	269	0.19	214	on the testing of supersonic compressor cascades	494
9	269	0.19	1155	some experimental investigations on the influence of wall boundary layers upon wind tunnel measurements at high subsonic speeds	494
10	269	0.19	590	effects of stage characteristics and matching on axial flow compressor performance	494
*********************************************************************************
1	272	0.26	680	generalized conical flow fields in supersonic wing theory	1242
2	272	0.22	227	a technique for improving the predictions of linearised theory on the drag of straight edge wings	1242
3	272	0.2	633	an extension of the method of generalised conical flows for lifting wings in supersonic flow	1242
4	272	0.18	579	further developments of new methods in heat flow analysis	1242
5	272	0.16	854	boundaryvalue problems of the thinwalled circular cylinder	1242
6	272	0.14	918	on the low aspect ratio oscillating rectangular wing in supersonic flow	1242
7	272	0.13	1164	effect of ground proximity on the aerodynamic characteristics of a four engined vertical takeoff and landing transport airplane model with tilting wing and propellers	1242
8	272	0.13	1271	theory of supersonic propeller aerodynamics	1242
9	272	0.13	682	the lift of twisted and cambered wings in supersonic flow	1242
10	272	0.12	1267	on supersonic flow past thick airfoils	1242
*********************************************************************************
1	273	0.41	548	the contraction of satellite orbits under the influence of air drag pt iv with scale height dependent on altitude	276
2	273	0.33	622	scale height in the upper atmosphere derived from changes in satellite orbits	276
3	273	0.28	616	determination of upperatmosphere air density and scale height from satellite observations	276
4	273	0.28	314	simplified method for determination of the critical height of distributed roughness particles for boundary layer transition at mach numbers from 0 to 5	276
5	273	0.22	218	intensity scale and spectra of turbulence in mixing region of free subsonic jet	276
6	273	0.18	1103	pressures densities and temperatures in the upper atmosphere	276
7	273	0.17	617	determination of upperatmosphere air density profile from satellite observations	276
8	273	0.16	806	ground measurements of airplane shock wave noise at mach numbers to 2 and at altitudes of 60000 feet	276
9	273	0.16	882	the variation of gust frequency with gust velocity and altitude	276
10	273	0.16	401	inviscid hypersonic airflows with coupled nonequilibrium processes	276
*********************************************************************************
1	274	0.5	997	experimental and theoretical studies of axisymmetric free jets	1004
2	274	0.5	610	corner interference effects	1004
3	274	0.38	176	base pressure at subsonic speeds in the presence of a supersonic jet	1004
4	274	0.38	1195	experiments with twodimensional transversely impinging jets	1004
5	274	0.35	993	the extent of the jet interference flow fields jet effects on cylindrical afterbodies housing sonic and supersonic nozzles which exhaust against a supersonic stream at angles of attack from 90degree to 180degree	1004
6	274	0.31	695	some experiments relating to the problem of simulation of hot jet engines in studies of jet effects on adjacent surfaces at a freestream mach number of 180	1004
7	274	0.31	519	base pressure at supersonic speeds in the presence of a supersonic jet	1004
8	274	0.31	1062	an experimental and theoretical investigation of secondorder wingbody interference at high mach number	1004
9	274	0.31	1352	aerodynamic investigation of a parabolic body of revolution at mach number of 1 92 and some effects of an annular supersonic jet exhausting from the base	1004
10	274	0.3	131	twodimensional jet mixing of a compressible fluid	1004
*********************************************************************************
1	275	0.59	634	effects of leading edge bluntness on flutter characteristics of some square planform doublewedge airfoils at a mach number of 15 4	930
2	275	0.36	685	aerodynamic effects of some configuration variables on the aeroelastic characteristics of lifting surfaces at mach numbers from 0 7 to 6 86	930
3	275	0.2	593	theoretical considerations of flutter at high mach number	930
4	275	0.2	686	flutter tests of some simple models at a mach number of 7 2 in helium flow	930
5	275	0.18	39	on the flow of a sonic stream past an airfoil surface	930
6	275	0.17	878	experimental model techniques and equipment for flutter investigations	930
7	275	0.16	70	a study of flow changes associated with airfoil section drag rise at supercritical speeds	930
8	275	0.16	1111	some research on high speed flutter	930
9	275	0.15	334	influence of the leadingedge shock wave on the laminar boundary layer at hypersonic speeds	930
10	275	0.15	1228	leadingedge separation of laminar boundary layers in supersonic flow	930
*********************************************************************************
1	277	0.35	1247	the supersonic boom of a projectile related to drag and volume	500
2	277	0.33	804	a flight test investigation of the sonic boom	500
3	277	0.29	1243	supersonic boom of wingbody configurations	500
4	277	0.24	808	an investigation of some aspects of the sonic boom by means of wind tunnel measurements of pressures about several bodies at a mach number of 2 01	500
5	277	0.24	810	the shock wave noise problem of supersonic aircraft in steady flight	500
6	277	0.17	805	ground measurements of the shock wave noise from airplanes in level flight at mach numbers to 1 4 and at altitudes to 45000 feet	500
7	277	0.16	811	an investigation of lifting effects on the intensity of sonic booms	500
8	277	0.14	409	on the base pressure resulting from the interaction of a supersonic external stream with a sonic or subsonic jet	500
9	277	0.14	806	ground measurements of airplane shock wave noise at mach numbers to 2 and at altitudes of 60000 feet	500
10	277	0.14	268	several magnetohydrodynamic freeconvection solutions	500
*********************************************************************************
1	283	0.3	554	generalized heat transfer formulas and graphs	245
2	283	0.26	708	aerodynamic characteristics of two winged reentry vehicles at supersonic and hypersonic speeds	245
3	283	0.2	716	study of the oscillatory motion of manned vehicles entering the earths atmosphere	245
4	283	0.17	711	an investigation at subsonic speeds of aerodynamic characteristics at angles of attack from dash 4degrees to 100degrees of a deltawing reentry configuration having folding wingtip panels	245
5	283	0.17	153	on the steady motion of viscous incompressible fluids with particular reference to a variation principle	245
6	283	0.16	639	analytical study of the tumbling motions of vehicles entering planetary atmospheres	245
7	283	0.15	1217	application of inequality constraints to variational problems of lifting reentry	245
8	283	0.15	1219	determination of lift or drag programs to minimize reentry heating	245
9	283	0.15	813	the motion of rolling symmetrical missiles referred to a bodyaxis system	245
10	283	0.15	1333	aerodynamic forces on wings in nonuniform motion	245
*********************************************************************************
1	284	0.79	856	some experimental studies of panel flutter at mach 1 3	540
2	284	0.7	1008	freeflight measurements of the static and dynamic	540
3	284	0.67	857	experimental studies of flutter of buckled rectangular panels at mach numbers from 1 2 to 3 0 including effects of pressure differential and of panel widthlength ratio	540
4	284	0.65	766	experimental investigation at mach number of 3 0 of effects of thermal stress and buckling on flutter characteristics of flat singlebay panels of lengthwidth ratio 0 96	540
5	284	0.64	391	flutter of rectangular simply supported panels at high supersonic speeds	540
6	284	0.6	658	review of panel flutter and effects of aerodynamic noise part i panel flutter	540
7	284	0.58	859	flutter of aerodynamically heated aluminiumalloy and stainless steel panels with lengthwidth ratio of 10 at mach 3 0	540
8	284	0.57	858	experimental investigation at mach numbers 3 0 of the effects of thermal stress and buckling on the flutter of fourbay aluminium alloy panels with lengthwidth ratios of 10	540
9	284	0.56	864	status of flutter of flat and curved panels	540
10	284	0.48	627	flutter analysis of circular panels	540
*********************************************************************************
1	285	0.4	1062	an experimental and theoretical investigation of secondorder wingbody interference at high mach number	1078
2	285	0.37	1243	supersonic boom of wingbody configurations	1078
3	285	0.35	1075	an experimental and theoretical investigation of secondorder supersonic wingbody interference for a nonlifting body with wings at incidence	1078
4	285	0.33	610	corner interference effects	1078
5	285	0.29	1074	theoretical and experimental investigation of secondorder supersonic wingbody interference	1078
6	285	0.27	432	theoretical damping in roll and rolling moment due to differential wing incidence for slender cruciform wings and wingbody combinations	1078
7	285	0.27	803	the shock pattern of a wingbody combination far from the flight path	1078
8	285	0.26	923	methods for estimating lift interference of wingbody combinations at supersonic speeds	1078
9	285	0.19	924	a method for calculating the lift and centre of pressure of wingbodytail combinations at subsonic transonic speeds	1078
10	285	0.17	809	an investigation of the influence of lift on sonicboom intensity by means of wind tunnel measurements of the pressure fields of several wingbody combinations at a mach number of 2 01	1078
*********************************************************************************
1	288	0.55	763	effects of internal pressure on the buckling of circularcylindrical shells under bending	1102
2	288	0.29	838	bending and compression tests of pressurised ringstiffened cylinders	1102
3	288	0.27	1071	stability of thin torispherical shells under uniform internal pressure	1102
4	288	0.25	1171	the stability under axial compression and lateral pressure of circular cylindrical shells with a soft elastic core	1102
5	288	0.25	841	on the bending of circular cylindrical shells under pure bending	1102
6	288	0.25	739	the buckling of thin cylindrical shells under axial compression	1102
7	288	0.24	839	the bending stability of thin walled unstiffened circular cylinders including the effects of internal pressure	1102
8	288	0.24	887	buckling due to thermal stress of cylindrical shells subjected to axial temperature distributions	1102
9	288	0.24	1126	an engineers conceptual approach to the buckling of cylindrical shell axial loading	1102
10	288	0.23	1068	instability analysis of cylindrical shells under hydrostatic pressure	1102
*********************************************************************************
1	291	0.4	725	the response of a typical aircraft structure to jet noise	624
2	291	0.31	909	the effect of jet noise on aircraft structures	624
3	291	0.28	722	random excitation of a tailplane section by jet noise	624
4	291	0.27	640	the design of structures to resist jet noise fatigue	624
5	291	0.23	781	use of subsonic kernel function in an influencecoefficient method of aeroelastic analysis and some comparisons with experiment	624
6	291	0.22	720	a note on the use of sandwich structures in severe acoustic environments	624
7	291	0.21	1279	sublimation in a hypersonic environment	624
8	291	0.2	209	boundary layer induced noise in the interior of aircraft	624
9	291	0.2	1331	calculated responses of a large sweptwing airplane to continuous turbulence with flighttest comparisons	624
10	291	0.2	102	advantages and limitations of models	624
*********************************************************************************
1	292	0.46	767	mathematical techniques applying to the thermal fatigue behaviour of high temperature alloys	864
2	292	0.2	768	formulae for use with the fatigue load meter in the assessment of wing fatigue life	864
3	292	0.19	726	on structural fatigue under random loading	864
4	292	0.18	883	correlated fatigue data for aircraft structural joints	864
5	292	0.15	909	the effect of jet noise on aircraft structures	864
6	292	0.14	640	the design of structures to resist jet noise fatigue	864
7	292	0.14	75	studies of structural failure due to acoustic loading	864
8	292	0.13	884	the estimation of fatigue damage on structural elements	864
9	292	0.1	31	thermal buckling of supersonic wing panels	864
10	292	0.1	881	cumulative damage in fatigue	864
*********************************************************************************
1	293	0.37	856	some experimental studies of panel flutter at mach 1 3	1016
2	293	0.34	1008	freeflight measurements of the static and dynamic	1016
3	293	0.33	391	flutter of rectangular simply supported panels at high supersonic speeds	1016
4	293	0.31	857	experimental studies of flutter of buckled rectangular panels at mach numbers from 1 2 to 3 0 including effects of pressure differential and of panel widthlength ratio	1016
5	293	0.3	766	experimental investigation at mach number of 3 0 of effects of thermal stress and buckling on flutter characteristics of flat singlebay panels of lengthwidth ratio 0 96	1016
6	293	0.28	658	review of panel flutter and effects of aerodynamic noise part i panel flutter	1016
7	293	0.27	859	flutter of aerodynamically heated aluminiumalloy and stainless steel panels with lengthwidth ratio of 10 at mach 3 0	1016
8	293	0.26	858	experimental investigation at mach numbers 3 0 of the effects of thermal stress and buckling on the flutter of fourbay aluminium alloy panels with lengthwidth ratios of 10	1016
9	293	0.26	627	flutter analysis of circular panels	1016
10	293	0.26	390	some panelflutter studies using piston theory	1016
*********************************************************************************
1	294	0.3	856	some experimental studies of panel flutter at mach 1 3	419
2	294	0.27	1008	freeflight measurements of the static and dynamic	419
3	294	0.26	857	experimental studies of flutter of buckled rectangular panels at mach numbers from 1 2 to 3 0 including effects of pressure differential and of panel widthlength ratio	419
4	294	0.25	391	flutter of rectangular simply supported panels at high supersonic speeds	419
5	294	0.25	766	experimental investigation at mach number of 3 0 of effects of thermal stress and buckling on flutter characteristics of flat singlebay panels of lengthwidth ratio 0 96	419
6	294	0.25	658	review of panel flutter and effects of aerodynamic noise part i panel flutter	419
7	294	0.23	859	flutter of aerodynamically heated aluminiumalloy and stainless steel panels with lengthwidth ratio of 10 at mach 3 0	419
8	294	0.22	858	experimental investigation at mach numbers 3 0 of the effects of thermal stress and buckling on the flutter of fourbay aluminium alloy panels with lengthwidth ratios of 10	419
9	294	0.22	864	status of flutter of flat and curved panels	419
10	294	0.21	627	flutter analysis of circular panels	419
*********************************************************************************
1	295	0.38	641	reduction of the clamped plate to two membrane problems with an application to uniformly loaded sectors	387
2	295	0.34	734	the bending of uniformly loaded clamped plate in the form of a circular sector	387
3	295	0.28	733	the bending of a sectorial plate	387
4	295	0.27	735	the bending of uniformly loaded sectorial plates with clamped edges	387
5	295	0.22	925	factors affecting loads at hypersonic speeds	387
6	295	0.2	647	bending of a uniformly loaded rectangular plate with two adjacent edges and the others either simply supported or free	387
7	295	0.17	1175	stresses from local loadings in cylindrical pressure vessels	387
8	295	0.13	386	a generalised porouswall couette type flow	387
9	295	0.13	875	models for aeroelastic investigation	387
10	295	0.13	1084	the flow past circular cylinders at low speeds	387
*********************************************************************************
1	296	0.44	730	on the bending of a clamped plate	890
2	296	0.39	735	the bending of uniformly loaded sectorial plates with clamped edges	890
3	296	0.38	733	the bending of a sectorial plate	890
4	296	0.37	641	reduction of the clamped plate to two membrane problems with an application to uniformly loaded sectors	890
5	296	0.31	648	the approximate analysis of certain boundary value problems	890
6	296	0.3	736	the bending of a wedge shaped plate	890
7	296	0.28	400	buckling stress of clamped rectangular plates in shear	890
8	296	0.27	422	bending of a square plate with two adjacent edges free and the others clamped or simply supported	890
9	296	0.25	734	the bending of uniformly loaded clamped plate in the form of a circular sector	890
10	296	0.25	1387	the buckling of a square panel under shear when one pair of opposite edges is clamped and the other pair is simply supported	890
*********************************************************************************
1	297	0.49	642	the buckling strength of a uniform circular cylinder loaded in axial compression	895
2	297	0.43	932	buckling of circular cones under axial compression	895
3	297	0.36	888	combinations of temperature and axial compression required for buckling of a ringstiffened cylinder	895
4	297	0.27	1126	an engineers conceptual approach to the buckling of cylindrical shell axial loading	895
5	297	0.26	1045	the bending strength of pressurized cylinders	895
6	297	0.25	1293	design of stiffened cylinders in axial compression	895
7	297	0.25	957	axisymmetric snap buckling of conical shells	895
8	297	0.24	1173	the buckling of cylindrical shells under longitudinally varying loads	895
9	297	0.24	1116	general instability of stiffened cylinders	895
10	297	0.24	1177	effects of rapid heating on strength of airframe components	895
*********************************************************************************
1	298	0.57	642	the buckling strength of a uniform circular cylinder loaded in axial compression	964
2	298	0.45	932	buckling of circular cones under axial compression	964
3	298	0.38	888	combinations of temperature and axial compression required for buckling of a ringstiffened cylinder	964
4	298	0.33	831	buckling of shallow shells under external pressure	964
5	298	0.29	1055	nonlinear bending and buckling of circular plates	964
6	298	0.28	1126	an engineers conceptual approach to the buckling of cylindrical shell axial loading	964
7	298	0.28	1045	the bending strength of pressurized cylinders	964
8	298	0.27	1173	the buckling of cylindrical shells under longitudinally varying loads	964
9	298	0.25	739	the buckling of thin cylindrical shells under axial compression	964
10	298	0.25	744	lower buckling load in the nonlinear buckling theory of thin shells	964
*********************************************************************************
1	299	0.27	746	aeroelastic problems in connection with high speed flight	1206
2	299	0.17	1237	foreigngas injection into a compressible turbulent boundary layer on a flat plate	1206
3	299	0.15	12	some structural and aerelastic considerations of high speed flight	1206
4	299	0.14	14	piston theory a new aerodynamic tool for the aeroelastician	1206
5	299	0.14	875	models for aeroelastic investigation	1206
6	299	0.13	540	use of local similarity concepts in hypersonic viscous interaction problems	1206
7	299	0.13	499	a closedform solution for the oscillations of a vehicle entering a planetary atmosphere	1206
8	299	0.12	13	similarity laws for stressing heated wings	1206
9	299	0.12	435	application of similar solutions to calculations of laminar heat transfer on bodies with yaw and large pressure gradients in high speed flow	1206
10	299	0.12	284	the divergence of supersonic wings including chordwise bending	1206
*********************************************************************************
1	300	0.6	884	the estimation of fatigue damage on structural elements	591
2	300	0.46	881	cumulative damage in fatigue	591
3	300	0.38	726	on structural fatigue under random loading	591
4	300	0.36	768	formulae for use with the fatigue load meter in the assessment of wing fatigue life	591
5	300	0.32	1168	damage incurred on a tiltwing multipropeller vtolstol aircraft operating over a level gravelcovered surface	591
6	300	0.27	909	the effect of jet noise on aircraft structures	591
7	300	0.27	723	on the fatigue failure of structures due to vibrations excited by random pressure fields	591
8	300	0.27	883	correlated fatigue data for aircraft structural joints	591
9	300	0.21	75	studies of structural failure due to acoustic loading	591
10	300	0.19	767	mathematical techniques applying to the thermal fatigue behaviour of high temperature alloys	591
*********************************************************************************
1	301	0.38	887	buckling due to thermal stress of cylindrical shells subjected to axial temperature distributions	943
2	301	0.38	889	a simplified method of elastic stability analysis for thin cylindrical shells	943
3	301	0.37	739	the buckling of thin cylindrical shells under axial compression	943
4	301	0.36	740	the behaviour of a cylindrical shell under axial compression when the buckling load has been exceeded	943
5	301	0.34	897	some results on buckling and postbuckling of cylindrical shells	943
6	301	0.33	1068	instability analysis of cylindrical shells under hydrostatic pressure	943
7	301	0.33	886	thermal buckling of clamped cylindrical shells	943
8	301	0.32	743	new developments in the nonlinear theories of the buckling of thin cylindrical shells	943
9	301	0.31	890	comments on thermal buckling of clamped cylindrical shells	943
10	301	0.29	741	the behaviour of thin cylindrical shells after buckling under axial compression	943
*********************************************************************************
1	303	0.41	930	general theory of large deflections of thin shells with special applications to conical shells	637
2	303	0.38	1070	buckling of orthotropic and stiffened conical shells	637
3	303	0.27	1059	the nonlinear conical spring	637
4	303	0.27	1361	large deflections of structures subjected to heating and external loads	637
5	303	0.27	1058	the conical disk spring	637
6	303	0.27	743	new developments in the nonlinear theories of the buckling of thin cylindrical shells	637
7	303	0.26	739	the buckling of thin cylindrical shells under axial compression	637
8	303	0.25	830	nonlinear deflections of shallow spherical shells	637
9	303	0.23	1044	on the theory of thin elastic shells	637
10	303	0.23	130	the behaviour of nonlinear systems	637
*********************************************************************************
1	304	0.47	1071	stability of thin torispherical shells under uniform internal pressure	862
2	304	0.22	1134	torispherical shells a caution to designers	862
3	304	0.14	890	comments on thermal buckling of clamped cylindrical shells	862
4	304	0.13	1044	on the theory of thin elastic shells	862
5	304	0.13	930	general theory of large deflections of thin shells with special applications to conical shells	862
6	304	0.12	889	a simplified method of elastic stability analysis for thin cylindrical shells	862
7	304	0.12	887	buckling due to thermal stress of cylindrical shells subjected to axial temperature distributions	862
8	304	0.12	885	buckling of thin cylindrical shells under hoop stresses varying in axial direction	862
9	304	0.12	826	small bending and stretching of sandwich type shells	862
10	304	0.12	1043	on transverse vibrations of thin shallow elastic shells	862
*********************************************************************************
1	306	0.24	625	viscous and inviscid nonequilibrium gas flows	656
2	306	0.22	541	similitude of hypersonic flows over slender bodies in nonequilibrium dissociated gases	656
3	306	0.2	1295	recent advances in nonequilibrium dissociating gasdynamics	656
4	306	0.18	410	the supersonic flow about a blunt body of revolution for gases at chemical equilibrium	656
5	306	0.17	24	theory of stagnation point heat transfer in dissociated air	656
6	306	0.16	1245	some aspects of nonequilibrium flows	656
7	306	0.16	401	inviscid hypersonic airflows with coupled nonequilibrium processes	656
8	306	0.16	708	aerodynamic characteristics of two winged reentry vehicles at supersonic and hypersonic speeds	656
9	306	0.15	716	study of the oscillatory motion of manned vehicles entering the earths atmosphere	656
10	306	0.14	972	aerodynamic interaction effects ahead of a sonic jet exhausting perpendicularly form a flat plate into a mach number 6 free stream	656
*********************************************************************************
1	314	0.36	1285	experiments at hypersonic speeds on circular cones at incidence	1108
2	314	0.23	1310	survey of inviscid hypersonic flow theory for geometrically slender shapes	1108
3	314	0.22	19	an investigation of the pressure distribution on conical bodies in hypersonic flows	1108
4	314	0.21	605	pressure measurements on a conecylinderflare configuration at small incidences for m 68	1108
5	314	0.21	1303	air pressure on a cone moving at high speeds	1108
6	314	0.21	1311	some simple solutions to the problem of predicting boundary layer selfinduced pressures	1108
7	314	0.2	225	elliptic cones alone and with wings at supersonic speeds	1108
8	314	0.2	232	accuracy of approximate methods for predicting pressure on pointed nonlifting bodies of revolution in supersonic flow	1108
9	314	0.2	186	base pressure in supersonic flow	1108
10	314	0.19	48	supersonic flow at the surface of a circular cone at angle of attack	1108
*********************************************************************************
1	315	0.37	38	on the prediction of mixed subsonicsupersonic pressure distributions	999
2	315	0.27	1285	experiments at hypersonic speeds on circular cones at incidence	999
3	315	0.25	58	pressure measurements on sharp and blunt 5 and 15 halfangle cones at mach number 386 and angles of attack to 100	999
4	315	0.24	1308	a guide to the use of the m i t cone tables	999
5	315	0.24	48	supersonic flow at the surface of a circular cone at angle of attack	999
6	315	0.24	225	elliptic cones alone and with wings at supersonic speeds	999
7	315	0.22	1303	air pressure on a cone moving at high speeds	999
8	315	0.19	423	an experimental investigation of the flow over bluntnosed cones at a mach number of 5 8	999
9	315	0.19	122	a simplified approximate method for the calculation of the pressure around conical bodies of arbitrary shape in supersonic and hypersonic flow	999
10	315	0.18	1192	an integral method for calculation of supersonic laminar boundary layer with heat transfer on yawed cone	999
*********************************************************************************
1	316	0.25	1311	some simple solutions to the problem of predicting boundary layer selfinduced pressures	974
2	316	0.24	310	hypersonic viscous flow over a flat plate	974
3	316	0.24	305	hypersonic strong viscous interaction on a flat plate with surface mass transfer	974
4	316	0.19	1080	viscous flow round a sphere at low reynolds numbers l40	974
5	316	0.18	443	calculated and measured pressure distributions over the midspan section of the naca 4412 airfoil	974
6	316	0.18	540	use of local similarity concepts in hypersonic viscous interaction problems	974
7	316	0.18	573	viscous hypersonic similitude	974
8	316	0.17	208	the hall effect in the viscous flow of ionized gas between parallel plates under transverse magnetic field	974
9	316	0.17	668	measurements of stagnation point heat transfer at low reynolds number	974
10	316	0.17	444	an approach to the flutter problem in real fluids	974
*********************************************************************************
1	317	0.44	1287	progress report on an experiment on the effect of surface flexibility on the stability of laminar flow	969
2	317	0.41	1321	effects of a flexible boundary on hydrodynamic stability	969
3	317	0.31	1197	unsteady aerodynamic forces on slender supersonic aircraft with flexible wings and bodies	969
4	317	0.27	78	an analytical treatment of aircraft propeller precession instability	969
5	317	0.27	55	separation stability and other properties of compressible laminar boundary layer with pressure gradient and heat transfer	969
6	317	0.21	1322	qualitiative solutions of the stability equation for a boundary layer in contact with various forms of flexible surface	969
7	317	0.19	337	boundary layer transition with gas injection	969
8	317	0.19	73	investigation of the stability of the laminar boundary layer in a compressible fluid	969
9	317	0.18	959	heat transfer in separated flows	969
10	317	0.18	1076	an approximate method for determining the displacement effects and viscous drag of laminar boundary layers in twodimensional hypersonic flow	969
*********************************************************************************
1	321	0.47	1290	measured and calculated subsonic and transonic flutter characteristics of a 45 sweptback wing planform in air and in freon12 in the langley transonic dynamics tunnel	971
2	321	0.36	879	flutter model testing at transonic speeds	971
3	321	0.31	878	experimental model techniques and equipment for flutter investigations	971
4	321	0.25	876	on flutter testing in high speed wind tunnels	971
5	321	0.24	948	panel flutter tests on full scale x15 lower vertical stabilizer at mach number of 3 0	971
6	321	0.22	880	the design and testing of supersonic flutter models	971
